Name,Age,Height,Weight,Overall,Potential,WeakFoot,SkillMoves,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,BMI,CB,CDM,CF,CM,LB,LM,LW,LWB,RB,RM,RW,RWB,ST,Clasificación Habilidad
Y. Gboho,21,178,64,67,76,2,3,76,61,63,74,35,55,62,61,50,65,59,75,61,53,59,72,79,74,81,65,77,64,45,65,52,56,50,30,63,64,60,62,34,36,34,7,15,11,13,10,20.199469763918696,0,0,0,0,0,0,0,0,0,1,0,0,0,Alta
P. Barrios,32,180,82,67,67,3,2,64,44,56,55,67,72,68,33,65,56,34,49,47,38,52,58,66,62,63,67,67,62,59,70,75,58,72,68,34,53,41,54,66,68,66,6,9,11,13,8,25.30864197530864,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
E. Dilaver,31,184,82,67,67,4,2,67,52,59,60,65,73,52,39,69,66,44,57,60,42,64,64,68,67,64,63,56,70,72,71,72,65,78,64,47,54,49,59,63,67,65,9,15,16,12,10,24.22022684310019,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
J. Donacien,28,183,75,67,68,3,2,82,36,51,60,66,76,59,28,63,58,36,59,37,24,46,60,79,84,62,63,61,50,82,75,78,35,69,64,52,45,38,62,67,68,67,13,12,6,16,14,22.39541341933172,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
M. Ritter,27,173,72,67,67,4,3,77,67,66,75,58,67,64,65,46,66,65,73,71,67,65,75,80,75,85,66,84,75,70,70,66,67,65,60,65,67,47,64,55,60,65,7,12,8,7,15,24.0569347455645,0,0,0,0,0,0,0,0,0,0,0,0,0,Alta
D. Miculescu,21,189,83,67,76,3,3,71,62,60,69,35,65,60,65,65,65,43,71,55,43,54,69,70,72,70,64,56,60,71,64,77,67,37,26,64,62,45,61,23,41,39,7,6,14,6,6,23.23563170124017,0,0,0,0,0,0,0,0,0,0,0,0,1,Alta
S. Eduok,28,176,76,67,67,3,3,80,66,62,68,30,67,65,64,58,65,65,67,60,52,60,67,74,84,77,62,78,72,60,67,71,68,57,18,63,58,61,52,31,26,35,14,6,12,13,15,24.535123966942148,0,0,0,0,0,0,0,0,0,0,1,0,0,Alta
P. Yade,22,185,76,67,74,3,3,82,68,59,68,40,66,65,66,59,59,63,71,67,50,48,70,84,80,69,53,58,74,55,56,76,68,54,35,63,59,64,61,41,35,39,13,9,14,13,11,22.205989773557334,0,0,0,0,0,0,0,0,0,0,0,0,1,Alta
Alex Millán,22,182,74,67,74,3,3,69,69,53,64,35,59,50,72,66,63,59,67,46,50,39,63,69,69,65,59,63,69,68,64,66,65,33,32,69,49,59,56,33,31,31,13,14,9,9,6,22.34029706557179,0,0,0,0,0,0,0,0,0,0,0,0,1,Alta
Salva Ferrer,24,184,73,67,73,3,2,69,34,57,60,65,71,70,25,63,59,38,58,57,35,52,59,71,68,66,61,66,48,67,70,72,33,70,65,50,51,48,56,66,62,69,7,10,11,13,11,21.56190926275992,0,0,0,0,0,0,0,0,0,0,0,1,0,Alta
D. Drăguș,22,185,80,67,73,2,3,80,65,53,69,19,71,53,69,66,59,67,70,63,37,40,66,78,81,78,62,73,59,76,72,71,62,68,12,64,53,59,68,16,10,19,7,12,9,11,7,23.37472607742878,0,0,0,0,0,0,0,0,0,0,0,0,1,Alta
A. Opoku,23,185,71,67,75,4,4,87,55,66,71,39,61,65,52,48,67,46,73,78,67,55,68,86,88,81,59,69,64,60,71,57,55,57,34,56,68,48,61,35,43,38,6,5,8,7,8,20.74506939371804,0,0,0,0,0,0,0,0,0,1,0,0,0,Alta
P. Ngawa,30,187,75,67,67,3,2,74,41,50,62,67,71,56,33,64,57,32,59,39,32,52,62,69,78,74,62,60,56,77,68,73,45,69,65,38,39,41,60,66,70,66,7,14,11,8,9,21.447567845806283,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
Simón Moreno,24,174,73,67,72,3,3,74,68,54,65,28,57,43,69,67,64,60,67,42,47,50,64,73,74,57,67,70,69,67,62,60,65,40,25,65,56,68,59,14,35,15,14,8,10,11,10,24.111507464658477,0,0,0,0,0,0,0,0,0,0,0,0,1,Alta
M. Harris,23,182,75,67,72,4,2,83,63,60,69,40,68,55,67,61,64,60,68,49,45,57,67,84,82,79,69,73,61,75,74,69,56,54,24,69,65,52,65,40,42,48,8,9,13,8,12,22.6421929718633,0,0,0,0,0,0,0,0,0,1,0,0,0,Alta
Aimar Oroz,20,177,73,66,79,3,3,67,64,68,65,52,55,61,63,44,73,45,64,61,59,71,65,74,62,69,61,68,69,56,66,51,66,53,55,62,67,58,65,52,56,38,6,6,13,6,13,23.301094832264035,0,0,0,0,0,0,0,0,0,0,0,0,0,Alta
J. Cruz,22,184,71,66,74,3,2,64,68,47,60,28,64,29,72,69,57,64,61,37,48,51,62,62,65,54,59,63,66,71,55,73,61,53,19,66,45,66,57,20,29,25,14,10,9,8,11,20.97117202268431,0,0,0,0,0,0,0,0,0,0,0,0,1,Alta
N. Morgantini,27,175,70,66,66,2,2,77,50,61,66,61,66,59,43,55,68,51,65,47,43,55,65,76,77,75,60,72,67,72,74,60,49,69,61,60,61,45,60,62,62,60,8,9,8,9,11,22.857142857142858,0,0,0,0,0,0,0,0,1,0,0,0,0,Alta
J. Cáceres,22,173,62,66,74,3,2,79,45,57,63,60,66,58,38,66,64,49,61,49,44,57,63,79,79,75,56,78,59,77,77,63,44,59,58,54,47,48,50,53,64,62,8,7,12,10,9,20.715693808680545,0,0,0,0,0,0,0,0,1,0,0,0,0,Alta
Cadete,28,185,81,66,66,3,2,69,38,63,62,62,68,64,35,46,67,33,60,46,41,66,62,69,69,74,60,57,40,71,70,67,35,67,64,63,60,46,61,63,65,64,5,14,14,13,13,23.66691015339664,0,0,0,0,1,0,0,0,0,0,0,0,0,Alta
Kim Dong Hyun,25,182,72,66,71,3,3,66,49,60,65,57,77,48,44,40,69,35,62,44,46,64,68,66,66,70,64,71,52,64,86,78,57,68,68,57,60,46,60,58,56,52,7,11,12,13,8,21.736505252988767,0,0,0,1,0,0,0,0,0,0,0,0,0,Alta
E. Adams,26,178,76,66,68,3,2,72,59,61,67,65,82,53,60,65,65,49,65,53,52,63,66,75,69,75,65,71,61,89,91,74,56,90,65,63,65,55,63,64,67,66,7,15,14,7,8,23.98687034465345,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
R. Herrera,33,185,85,66,66,3,2,40,38,49,51,68,65,36,35,59,66,37,47,40,37,43,57,50,32,46,63,31,43,68,49,72,39,68,70,42,44,39,59,71,68,65,9,8,5,8,11,24.83564645726808,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
B. Reynolds,21,188,75,66,75,3,2,70,47,59,60,62,64,68,47,58,62,39,60,47,24,51,60,69,70,64,67,53,49,72,72,63,42,52,62,50,62,54,53,62,65,56,14,13,9,7,13,21.22000905387053,0,0,0,0,0,0,0,0,1,0,0,0,0,Alta
J. Doyle-Hayes,23,175,68,66,70,3,2,71,58,65,66,63,66,61,58,59,69,57,63,63,54,66,68,70,72,73,63,75,61,59,76,60,59,68,63,59,64,50,65,62,66,65,8,10,6,10,7,22.20408163265306,0,0,0,1,0,0,0,0,0,0,0,0,0,Alta
L. Nieto,31,175,80,66,66,3,3,72,63,62,69,31,58,57,60,46,62,46,72,59,70,61,64,73,71,75,63,67,65,59,68,56,70,48,33,65,66,70,63,33,24,23,7,11,13,12,13,26.12244897959184,0,0,0,0,0,0,0,0,0,0,0,0,0,Alta
P. Steinhart,29,181,73,66,66,3,2,73,55,65,61,59,72,68,49,57,65,51,57,73,72,64,63,74,72,71,50,71,66,73,81,72,57,62,61,53,59,68,60,53,63,61,10,14,9,15,12,22.28259210646805,0,0,0,0,1,0,0,0,0,0,0,0,0,Alta
R. Cabral,21,170,64,66,77,3,3,75,58,59,72,29,49,64,58,42,58,55,73,62,45,48,71,77,74,77,64,83,66,52,58,47,50,40,19,59,65,55,48,21,35,46,9,6,7,8,14,22.145328719723185,0,0,0,0,0,0,0,0,0,1,0,0,0,Alta
G. Henriksson,24,188,80,66,71,2,2,64,39,56,50,65,68,58,32,67,67,44,43,34,28,64,57,64,64,45,62,61,46,82,50,76,50,68,66,34,39,37,63,63,65,63,11,12,8,11,10,22.634676324128566,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
D. Polanco,23,177,75,66,74,3,2,55,26,46,42,67,67,29,25,68,69,24,22,22,22,52,59,55,55,48,64,65,35,74,65,70,16,60,64,25,29,35,63,66,70,65,9,9,6,10,12,23.93948099205209,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
T. Eaves,30,191,93,66,66,4,2,53,66,47,60,37,80,33,65,73,55,63,60,40,38,41,64,52,54,58,63,34,74,69,69,91,60,67,24,66,53,65,61,31,42,31,14,14,9,6,6,25.492722238973712,0,0,0,0,0,0,0,0,0,0,0,0,1,Alta
Paulo Henrique,25,180,76,66,68,2,2,72,49,57,60,62,69,67,40,47,56,40,61,63,60,49,60,71,72,61,59,60,66,60,71,73,52,60,63,51,53,53,58,64,65,63,12,7,8,7,7,23.456790123456788,0,0,0,0,1,0,0,0,0,0,0,0,0,Alta
G. Benavídez,26,175,71,66,68,3,2,65,36,55,59,64,59,66,36,44,60,30,60,50,31,56,58,66,64,58,55,66,33,50,68,55,31,58,62,59,41,44,49,67,68,69,10,14,14,7,9,23.18367346938776,0,0,0,0,0,0,0,0,1,0,0,0,0,Alta
S. D'Almeida,26,178,78,66,69,2,3,78,55,60,67,63,85,44,54,61,71,47,64,45,37,64,69,80,77,77,63,75,63,80,91,81,52,88,62,63,63,50,66,67,62,61,7,12,8,12,14,24.61810377477591,0,1,0,0,0,0,0,0,0,0,0,0,0,Alta
V. Vevatne,27,183,73,66,68,3,2,66,57,55,61,65,76,54,56,63,62,31,59,58,42,61,61,65,66,63,65,71,67,71,80,79,60,67,66,55,40,51,65,65,65,64,8,9,10,7,9,21.798202394816204,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
J. Meza,36,163,66,66,66,3,3,78,66,62,68,55,48,45,63,39,70,57,67,69,70,68,66,80,77,78,60,87,70,58,78,38,71,35,65,60,59,65,62,55,60,40,10,14,11,12,11,24.84098008957808,0,0,0,0,0,0,0,0,0,0,0,0,0,Alta
Martí Riverola,31,177,72,66,66,4,2,71,59,63,66,33,56,43,54,51,71,45,65,67,56,64,67,74,68,77,57,61,71,52,64,56,62,47,28,57,70,59,55,27,36,30,5,8,5,14,6,22.981901752370007,0,0,0,0,0,0,0,0,0,0,0,0,0,Alta
M. Martins,27,185,81,66,67,2,3,78,50,58,58,60,72,61,47,63,62,38,58,50,51,59,56,73,82,64,58,58,60,56,73,76,48,65,58,58,51,53,57,56,63,67,11,11,7,9,6,23.66691015339664,0,0,0,0,0,0,0,0,1,0,0,0,0,Alta
D. Anderson,27,175,68,66,66,3,3,78,38,58,68,60,66,66,30,60,64,35,68,48,37,53,66,74,82,80,57,78,56,62,71,62,31,70,61,69,53,41,50,59,60,62,9,15,6,15,7,22.20408163265306,0,0,0,0,0,0,0,0,1,0,0,0,0,Alta
Á. Gracia,33,168,70,66,66,3,2,69,51,63,55,61,76,68,39,57,60,37,46,50,72,54,59,68,69,80,54,58,74,85,89,79,55,51,64,67,69,56,52,59,63,60,15,15,16,8,7,24.801587301587304,0,0,0,0,1,0,0,0,0,0,0,0,0,Alta
F. Quinteros,23,176,69,66,75,2,2,69,42,54,63,63,57,67,45,52,59,26,62,47,32,64,63,68,70,63,62,73,41,59,64,48,39,71,64,54,34,41,60,65,63,64,5,10,9,12,10,22.27530991735537,0,0,0,0,1,0,0,0,0,0,0,0,0,Alta
Estevãtinho,30,178,74,66,66,3,3,44,57,73,65,27,57,74,54,49,73,49,63,63,68,72,71,42,45,58,52,70,49,66,49,66,73,44,23,64,78,44,62,12,33,35,10,9,12,8,12,23.355636914530997,0,0,0,0,0,0,0,0,0,0,0,0,0,Alta
R. El Yaakoubi,26,183,80,66,70,3,2,67,55,56,54,65,71,48,46,63,66,30,49,59,59,70,59,68,66,48,63,61,72,65,73,71,71,68,65,31,34,44,55,65,67,65,6,9,13,11,11,23.888440980620494,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
R. Toledo,32,175,75,66,66,2,3,59,63,62,65,60,61,46,62,49,70,33,65,31,70,66,64,55,63,61,65,72,65,56,74,58,70,53,63,65,65,62,62,61,62,53,14,11,8,8,7,24.489795918367346,0,0,0,1,0,0,0,0,0,0,0,0,0,Alta
Thiago Andrade,21,180,68,66,75,3,2,84,64,55,70,44,58,60,63,45,57,59,72,63,47,49,67,82,86,83,57,75,70,78,61,51,68,65,29,62,53,49,51,35,58,54,11,7,13,13,11,20.98765432098765,0,0,0,0,0,0,0,0,0,1,0,0,0,Alta
E. Utkus,22,190,77,66,73,3,2,59,35,56,55,67,71,44,31,70,65,28,56,39,42,67,58,55,62,52,49,50,46,70,63,77,32,66,68,37,52,47,53,69,66,60,8,12,9,7,9,21.32963988919668,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
S. Lex,32,178,74,66,66,4,3,81,64,59,69,29,64,58,66,57,61,61,68,65,49,57,66,84,79,77,67,80,68,71,70,66,58,48,28,67,60,57,66,26,22,29,14,12,13,7,11,23.355636914530997,0,0,0,0,0,0,0,0,0,0,0,0,1,Alta
M. Ríos,29,175,75,66,66,3,3,73,61,65,68,60,59,60,60,45,74,55,67,58,61,64,66,72,73,80,60,70,67,52,65,59,55,55,60,61,57,70,66,61,65,60,9,9,6,7,8,24.489795918367346,0,0,0,0,0,0,0,0,0,1,0,0,0,Alta
N. Harriel,21,180,79,66,75,3,2,78,32,51,55,64,73,61,29,60,58,29,54,40,30,56,55,77,78,61,60,60,38,70,75,74,28,69,61,38,35,38,46,66,66,61,11,9,6,8,14,24.382716049382715,0,0,0,0,0,0,0,0,1,0,0,0,0,Alta
G. Paquiez,28,182,72,66,66,3,2,69,45,59,61,63,71,61,34,55,65,47,60,53,43,59,61,68,70,68,60,68,61,65,77,73,48,62,62,54,52,53,58,64,65,64,15,12,7,8,16,21.736505252988767,0,0,0,0,0,0,0,0,1,0,0,0,0,Alta
N. Zalazar,25,175,77,66,70,3,2,67,36,37,45,66,73,26,29,67,54,25,30,29,31,38,58,69,65,61,58,53,50,71,67,79,38,68,65,35,22,40,56,66,68,64,14,6,9,13,14,25.142857142857142,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
J. Díaz,24,182,76,66,73,3,2,73,41,48,51,68,64,50,39,67,60,35,45,32,31,35,48,76,71,71,60,74,47,73,67,63,38,58,60,45,44,41,54,68,73,70,12,7,10,10,5,22.94408887815481,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
S. McLoughlin,25,191,89,66,70,3,2,52,31,50,55,66,72,50,29,61,60,26,55,29,32,55,59,49,55,43,63,50,41,70,68,77,21,64,64,44,39,41,60,66,68,65,8,7,6,14,7,24.39626106740495,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
D. Linsmayer,30,181,78,66,66,3,2,48,50,61,63,63,73,52,45,62,68,32,62,51,47,65,63,52,44,62,64,64,51,80,80,74,65,60,64,47,62,48,66,61,65,64,14,15,14,14,14,23.80879704526724,0,1,0,0,0,0,0,0,0,0,0,0,0,Alta
E. Farías,34,184,81,66,66,3,2,61,66,52,60,27,77,29,69,65,63,68,61,35,37,57,63,55,66,52,61,59,70,85,67,82,55,73,33,66,58,64,56,20,22,13,13,9,14,9,11,23.92485822306238,0,0,0,0,0,0,0,0,0,0,0,0,1,Alta
R. Brown,26,175,78,66,68,4,3,80,62,65,69,59,66,60,62,50,66,53,67,63,62,65,66,82,78,84,64,82,65,74,80,62,63,58,64,64,67,59,69,58,60,56,16,10,13,13,7,25.46938775510204,0,0,0,0,0,0,0,0,0,1,0,0,0,Alta
Liu Yang,27,184,75,66,67,3,2,80,53,57,65,62,68,57,53,66,62,41,65,43,42,53,64,81,79,74,56,58,64,80,73,69,47,56,65,58,56,40,60,58,63,58,8,7,14,7,12,22.152646502835537,0,0,0,0,1,0,0,0,0,0,0,0,0,Alta
A. Jacobsen,32,182,76,66,66,3,3,69,66,51,65,29,63,31,66,59,58,64,64,53,50,49,64,71,68,65,68,72,70,78,72,70,63,30,33,68,58,67,65,29,20,22,7,7,7,9,6,22.94408887815481,0,0,0,0,0,0,0,0,0,0,0,0,1,Alta
T. Torun,32,176,72,66,66,4,3,67,62,66,70,43,55,69,57,56,65,58,71,66,73,64,68,68,67,73,60,75,70,72,53,61,66,39,44,62,63,56,62,42,42,30,7,14,6,6,14,23.243801652892564,0,0,0,0,0,0,0,0,0,1,0,0,0,Alta
Diogo Queirós,23,185,80,66,72,3,2,52,36,42,50,66,70,24,38,69,57,20,39,29,20,58,60,54,51,54,62,63,55,79,64,75,16,65,65,21,30,52,56,65,68,65,10,15,7,6,15,23.37472607742878,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
A. Gryszkiewicz,22,185,83,66,73,3,2,70,33,56,60,65,77,57,28,62,64,30,58,49,30,60,61,72,69,66,60,67,35,80,79,81,38,64,64,44,44,37,59,65,66,64,6,13,8,13,14,24.25127830533236,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
F. Al Muwallad,27,167,68,66,66,3,3,88,63,60,65,44,64,64,55,55,60,67,67,56,48,52,61,86,90,77,62,61,78,80,63,62,63,66,45,64,64,70,56,59,30,28,12,13,13,7,11,24.38237297859371,0,0,0,0,0,1,0,0,0,0,0,0,0,Alta
F. Antonucci,23,172,66,66,74,4,3,72,60,65,71,31,56,62,64,41,68,54,69,66,51,64,74,74,70,76,56,80,63,52,64,54,52,52,27,59,66,56,58,24,35,40,11,13,12,7,8,22.30935640886966,0,0,0,0,0,0,0,0,0,1,0,0,0,Alta
J. McGrath,25,175,71,66,71,4,3,75,63,63,70,57,64,60,62,51,66,52,68,56,53,65,67,80,71,86,64,75,65,64,80,65,62,39,58,64,64,74,66,57,60,56,14,15,9,14,10,23.18367346938776,0,0,0,0,0,0,0,0,0,0,0,0,0,Alta
T. Akindele,30,185,77,66,66,2,3,81,63,52,65,33,71,45,61,68,60,57,64,44,36,44,65,79,83,73,62,63,70,70,63,78,61,62,25,65,59,66,65,39,25,20,10,11,14,12,7,22.4981738495252,0,0,0,0,0,0,0,0,0,0,0,0,1,Alta
Yun Il Lok,30,178,65,66,66,3,3,76,59,61,67,46,64,57,59,56,62,58,68,62,56,59,63,80,72,78,62,72,61,69,62,66,58,58,58,67,66,51,55,45,44,23,6,11,6,8,12,20.515086478979924,0,0,0,0,0,1,0,0,0,0,0,0,0,Alta
G. Madine,31,192,75,66,66,3,2,47,67,53,61,32,79,42,65,74,62,68,59,42,40,39,66,43,51,53,66,51,71,82,64,87,63,79,33,69,63,74,65,31,23,19,11,7,12,14,10,20.34505208333333,0,0,0,0,0,0,0,0,0,0,0,0,1,Alta
K. Mensah,31,171,74,66,66,4,3,77,58,59,68,58,72,65,55,48,62,55,65,60,56,55,66,73,80,84,62,83,62,77,76,72,59,64,55,64,49,58,59,57,62,61,10,13,13,12,9,25.3069320474676,0,0,0,0,1,0,0,0,0,0,0,0,0,Alta
R. Stearman,34,191,73,66,66,2,2,33,34,46,44,67,63,32,30,68,63,30,33,32,33,48,55,32,34,47,64,47,50,72,34,73,28,70,66,28,34,32,50,68,66,64,9,10,11,16,6,20.010416381129904,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
A. Al Zain,30,182,65,66,66,4,3,82,60,59,69,42,62,59,60,55,63,60,73,63,44,58,66,78,86,77,53,62,63,53,73,59,59,57,45,60,55,46,59,29,47,44,13,13,7,9,14,19.623233908948198,0,0,0,0,0,0,1,0,0,0,0,0,0,Alta
L. Daschner,23,182,76,66,73,4,3,72,61,62,68,48,63,53,65,55,68,54,67,51,38,61,67,73,72,75,60,78,61,74,70,62,61,52,55,56,68,40,58,53,40,34,6,14,7,11,7,22.94408887815481,0,0,0,0,0,0,0,0,0,0,0,0,0,Alta
V. Costache,23,176,72,66,71,3,3,82,61,61,64,28,65,64,60,54,65,49,61,58,42,54,61,81,83,82,62,71,68,75,76,59,60,65,25,63,61,50,62,30,22,23,8,10,9,10,9,23.243801652892564,0,0,0,0,0,0,0,0,0,1,0,0,0,Alta
A. Al Hassan,25,182,65,66,71,3,2,67,51,60,64,61,71,46,55,54,71,39,63,50,37,65,65,66,67,63,62,65,51,69,75,67,47,74,66,60,60,42,60,58,61,63,14,12,11,9,11,19.623233908948198,0,1,0,0,0,0,0,0,0,0,0,0,0,Alta
F. Bastians,34,188,84,66,66,3,3,58,55,60,56,68,71,58,45,66,62,65,53,67,60,61,54,57,59,61,64,64,70,60,64,77,58,67,69,58,58,65,70,71,67,65,6,8,14,11,12,23.766410140334997,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
F. Alidou,20,186,84,66,77,3,4,84,59,58,69,28,57,61,61,37,61,50,74,55,42,54,69,88,81,67,52,67,63,50,56,62,53,49,25,60,56,50,53,28,28,22,8,7,7,9,5,24.280263614290668,0,0,0,0,0,0,0,0,0,1,0,0,0,Alta
L. Salvesen,26,186,82,66,69,3,2,68,65,52,60,38,77,48,66,67,56,55,58,60,50,44,61,67,68,56,65,68,72,85,76,80,60,69,34,67,55,56,60,42,30,25,12,14,8,16,9,23.702162099664697,0,0,0,0,0,0,0,0,0,0,0,0,1,Alta
E. Ruud,38,182,76,66,66,3,2,53,64,70,65,63,71,73,58,61,70,58,62,80,74,68,67,55,52,67,70,64,79,75,70,70,67,72,64,60,67,62,68,64,62,62,12,13,12,10,15,22.94408887815481,0,0,0,1,0,0,0,0,0,0,0,0,0,Alta
L. Delap,19,186,80,66,84,4,2,71,66,49,62,24,69,42,69,68,54,64,62,55,37,46,64,66,75,62,58,62,70,68,60,76,60,64,17,62,52,60,55,19,21,15,8,9,10,11,10,23.12406058503873,0,0,0,0,0,0,0,0,0,0,0,0,1,Alta
K. Lee,34,178,76,66,66,2,3,50,59,66,66,63,64,66,62,59,68,60,65,63,53,67,67,52,49,65,66,73,57,76,72,61,54,59,65,64,66,59,67,62,65,62,12,12,8,11,12,23.98687034465345,0,0,0,1,0,0,0,0,0,0,0,0,0,Alta
R. Edwards,26,173,68,66,66,3,3,77,54,61,71,61,71,60,54,60,63,49,73,64,39,58,67,78,76,78,63,75,58,75,73,70,51,72,55,62,63,49,64,59,65,63,7,14,10,10,9,22.72043837081092,0,0,0,0,1,0,0,0,0,0,0,0,0,Alta
R. Pantalon,24,194,86,66,72,3,2,53,32,37,38,66,76,27,30,54,46,28,26,27,32,48,50,54,53,40,63,41,42,75,55,92,25,64,64,24,29,48,48,66,71,69,14,9,7,9,9,22.85046232330747,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
Arnau Comas,22,191,83,66,74,3,2,61,35,54,54,66,61,44,34,66,64,31,46,48,26,60,62,54,66,54,67,46,44,70,45,68,29,59,66,29,49,42,65,67,67,62,11,10,9,7,8,22.75156931005181,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
N. Skyttä,20,170,69,66,78,2,3,65,53,64,70,43,47,50,58,44,71,46,72,60,52,68,71,61,69,66,57,80,56,50,54,46,38,40,26,64,68,55,60,45,47,58,7,14,6,14,9,23.87543252595156,0,0,0,0,0,0,0,0,0,0,0,0,0,Alta
L. Hurtado,28,180,74,66,66,3,3,65,64,67,64,62,61,66,68,44,70,55,65,49,65,68,61,63,67,72,65,72,68,61,70,58,55,55,65,61,65,66,55,68,61,55,10,12,11,14,5,22.839506172839503,0,0,0,0,0,1,0,0,0,0,0,0,0,Alta
N. Nkounkou,21,180,78,66,78,2,3,81,41,59,64,59,69,66,38,54,62,28,64,57,31,60,63,78,83,71,60,72,52,66,75,70,39,59,57,53,52,36,52,59,61,58,11,10,14,7,15,24.074074074074076,0,0,0,0,1,0,0,0,0,0,0,0,0,Alta
S. Sebulonsen,22,181,78,66,72,2,2,77,59,58,64,59,74,63,61,61,61,48,63,54,47,60,64,79,75,69,60,64,67,66,83,73,53,67,56,61,51,48,57,55,64,59,13,14,14,5,9,23.80879704526724,0,0,0,0,0,0,0,0,1,0,0,0,0,Alta
H. Sy,26,170,75,66,69,3,2,75,38,52,62,59,72,59,32,46,60,27,59,34,32,43,60,73,77,76,57,82,50,75,83,71,40,59,60,58,47,36,62,58,61,63,5,5,5,11,7,25.95155709342561,0,0,0,0,0,0,0,1,0,0,0,0,0,Alta
F. Friday,27,187,90,66,67,4,3,76,65,50,66,27,73,44,67,60,58,55,69,51,45,40,65,71,80,60,57,66,68,74,61,86,63,56,23,62,50,61,57,34,14,15,15,15,9,13,11,25.737081414967538,0,0,0,0,0,0,0,0,0,0,0,0,1,Alta
F. Campos,28,179,79,66,66,3,2,72,44,60,61,61,74,63,40,64,64,37,59,56,45,61,61,74,70,73,60,55,50,80,75,80,48,58,61,58,53,40,55,58,62,66,14,12,15,14,10,24.65590961580475,0,0,0,0,0,0,0,0,1,0,0,0,0,Alta
M. Merghem,24,185,75,66,69,3,4,73,63,64,69,48,67,67,63,46,67,62,71,65,66,58,67,75,72,77,53,74,66,59,71,69,64,58,52,56,58,64,62,45,51,45,10,14,14,10,10,21.91380569758948,0,0,0,0,0,1,0,0,0,0,0,0,0,Alta
F. Peña,21,180,75,66,74,3,2,69,45,61,61,66,68,59,40,65,66,35,58,45,46,67,62,68,69,67,64,66,59,71,64,72,44,61,67,49,58,50,68,65,68,66,8,13,11,7,6,23.148148148148145,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
P. Dorn,25,179,74,66,67,4,2,81,61,60,64,60,64,64,65,58,62,52,63,59,43,56,65,82,80,71,57,70,60,71,84,58,61,50,57,56,59,52,55,60,62,57,14,12,5,13,5,23.095409007209515,0,0,0,0,0,0,0,0,0,1,0,0,0,Alta
R. Jenssen,34,173,71,66,66,2,3,63,59,66,65,61,75,68,54,45,67,66,62,58,64,67,65,67,60,71,68,78,70,81,80,73,60,70,65,62,63,55,67,62,63,58,9,10,16,15,8,23.722810651876102,0,0,0,1,0,0,0,0,0,0,0,0,0,Alta
A. Jukic,21,183,73,66,73,3,3,71,66,65,67,44,61,65,66,58,65,61,67,65,66,62,67,68,74,72,59,66,70,53,58,66,64,52,40,59,65,61,60,36,49,50,8,8,6,6,14,21.798202394816204,0,0,0,0,0,0,0,0,0,0,0,0,0,Alta
V. Boniface,21,193,85,66,74,3,3,74,64,50,66,26,74,38,66,60,57,58,65,56,38,44,65,73,75,70,60,76,67,78,68,87,60,46,28,65,56,64,66,23,19,16,14,5,7,7,12,22.819404547773097,0,0,0,0,0,0,0,0,0,0,0,0,1,Alta
A. Saidi,22,186,76,66,71,3,3,71,60,62,68,41,62,61,66,42,64,42,65,62,45,64,66,72,71,80,67,77,63,51,67,62,49,56,50,68,61,56,68,40,35,40,9,13,6,14,11,21.967857555786797,0,0,0,0,0,0,0,0,0,1,0,0,0,Alta
T. Allende,23,185,78,66,72,4,3,65,60,60,62,28,65,62,58,68,64,61,64,44,37,57,67,62,67,52,64,50,65,66,73,67,58,48,21,70,65,57,49,22,26,23,8,5,13,12,11,22.79035792549306,0,0,0,0,0,0,0,0,0,1,0,0,0,Alta
